Member_number,itemDescription,Date,Category
2497,bottled water,01-01-2024,Dairy
1403,beef,01-01-2024,Other
9556,beef,01-01-2024,Beverages
3004,root vegetables,01-01-2024,Other
8076,other vegetables,01-01-2024,Other
7340,hygiene articles,01-01-2024,Other
5628,UHT-milk,01-01-2024,Other
6170,whole milk,01-01-2024,Other
9530,curd,01-01-2024,Other
1091,pasta,01-01-2024,Other
7934,soda,01-01-2024,Dairy
8426,soda,01-01-2024,Dairy
9956,newspapers,01-01-2024,Other
8544,newspapers,01-01-2024,Meat
5667,pip fruit,01-01-2024,Other
8817,bottled water,01-01-2024,Other
3360,coffee,01-01-2024,Other
7775,rolls/buns,01-01-2024,Other
4394,margarine,01-01-2024,Other
7491,other vegetables,01-01-2024,Other
7345,ham,01-01-2024,Dairy
5941,citrus fruit,01-01-2024,Other
4543,rolls/buns,01-01-2024,Meat
4386,butter milk,01-01-2024,Other
2682,pip fruit,01-01-2024,Other
3580,pork,01-01-2024,Other
8893,pickled vegetables,01-01-2024,Dairy
2115,newspapers,01-01-2024,Other
3752,dishes,01-01-2024,Other
1428,other vegetables,01-01-2024,Snacks
2497,brown bread,01-01-2024,Beverages
7554,bottled water,01-01-2024,Other
3808,whole milk,01-01-2024,Meat
7277,curd,01-01-2024,Other
9759,canned beer,01-01-2024,Other
7299,whole milk,01-01-2024,Other
6481,sugar,01-01-2024,Other
6827,coffee,01-01-2024,Canned Goods
2637,specialty bar,01-01-2024,Other
9303,coffee,01-01-2024,Other
3295,female sanitary products,01-01-2024,Other
3712,canned beer,01-01-2024,Other
1841,pastry,01-01-2024,Other
7953,root vegetables,01-01-2024,Other
3394,rolls/buns,01-01-2024,Other
5421,rolls/buns,01-01-2024,Other
7636,packaged fruit/vegetables,01-01-2024,Other
9319,chicken,01-01-2024,Other
2316,whole milk,01-01-2024,Other
9332,domestic eggs,01-01-2024,Dairy
8544,soda,01-01-2024,Other
1597,cream cheese ,01-01-2024,Other
3712,other vegetables,01-01-2024,Dairy
5557,brown bread,01-01-2024,Other
7363,bottled beer,01-01-2024,Other
3861,rolls/buns,01-01-2024,Dairy
7345,soda,01-01-2024,Beverages
5692,onions,01-01-2024,Beverages
7309,newspapers,01-01-2024,Dairy
9517,margarine,01-01-2024,Other
6000,pip fruit,01-01-2024,Dairy
5523,citrus fruit,01-01-2024,Other
9316,whole milk,01-01-2024,Other
6185,mayonnaise,01-01-2024,Other
1294,soft cheese,01-01-2024,Dairy
2719,whole milk,01-01-2024,Other
5523,canned beer,01-01-2024,Other
2291,sausage,01-01-2024,Other
9404,chicken,01-01-2024,Other
4705,whole milk,01-01-2024,Other
5963,margarine,01-01-2024,Other
1623,hard cheese,01-01-2024,Other
5963,rolls/buns,01-01-2024,Other
8910,tropical fruit,01-01-2024,Other
7149,frozen vegetables,01-01-2024,Other
9358,bottled beer,01-01-2024,Canned Goods
6136,bottled water,01-01-2024,Other
4273,rolls/buns,01-01-2024,Dairy
4386,onions,01-01-2024,Other
2928,margarine,01-01-2024,Other
9827,candy,01-01-2024,Other
9249,pip fruit,01-01-2024,Other
1607,bottled beer,01-01-2024,Other
2917,yogurt,01-01-2024,Other
3578,root vegetables,01-01-2024,Other
7313,shopping bags,01-01-2024,Other
4126,root vegetables,01-01-2024,Meat
1699,butter,01-01-2024,Other
9794,bottled water,01-01-2024,Beverages
2628,whipped/sour cream,01-01-2024,Dairy
4839,fruit/vegetable juice,01-01-2024,Other
6699,bottled water,01-01-2024,Other
8317,red/blush wine,01-01-2024,Other
1002,herbs,01-01-2024,Other
1597,tropical fruit,01-01-2024,Other
5941,hamburger meat,01-01-2024,Other
9987,beef,01-01-2024,Other
2634,canned beer,01-01-2024,Other
7377,shopping bags,01-01-2024,Other
8494,onions,01-01-2024,Other
8998,bottled water,01-01-2024,Other
7634,long life bakery product,01-01-2024,Other
6800,yogurt,01-01-2024,Other
5355,cream cheese ,01-01-2024,Other
1092,onions,01-01-2024,Other
6774,whole milk,01-01-2024,Other
4869,newspapers,01-01-2024,Other
2677,salty snack,01-01-2024,Other
5843,rolls/buns,01-01-2024,Other
8434,domestic eggs,01-01-2024,Other
7869,waffles,01-01-2024,Meat
6824,specialty bar,01-01-2024,Other
8884,cream cheese ,01-01-2024,Other
9747,softener,01-01-2024,Other
7276,rolls/buns,01-01-2024,Other
6291,whole milk,01-01-2024,Other
8988,domestic eggs,01-01-2024,Beverages
2558,canned beer,01-01-2024,Other
7211,rolls/buns,01-01-2024,Other
9992,newspapers,01-01-2024,Other
6857,onions,01-01-2024,Other
4126,curd,01-01-2024,Other
1769,rolls/buns,01-01-2024,Other
2901,whipped/sour cream,01-01-2024,Snacks
9406,herbs,01-01-2024,Beverages
9387,syrup,01-01-2024,Other
2263,napkins,01-01-2024,Beverages
2005,yogurt,01-01-2024,Dairy
9305,whole milk,01-01-2024,Other
6895,shopping bags,01-01-2024,Other
4028,other vegetables,01-01-2024,Dairy
2983,butter,01-01-2024,Other
4579,other vegetables,01-01-2024,Other
7565,sugar,01-01-2024,Other
6699,whole milk,01-01-2024,Meat
9263,shopping bags,01-01-2024,Other
4595,whole milk,01-01-2024,Other
4443,meat,01-01-2024,Meat
3178,onions,01-01-2024,Other
8874,other vegetables,01-01-2024,Other
9404,other vegetables,01-01-2024,Other
5583,sausage,01-01-2024,Other
3208,coffee,01-01-2024,Other
9828,whole milk,01-01-2024,Other
4371,shopping bags,01-01-2024,Other
6458,pastry,01-01-2024,Other
8109,herbs,01-01-2024,Other
4907,butter milk,01-01-2024,Other
5251,salty snack,01-01-2024,Beverages
9728,bottled beer,01-01-2024,Dairy
5693,white wine,01-01-2024,Other
6283,whole milk,01-01-2024,Other
1504,brown bread,01-01-2024,Other
5250,root vegetables,01-01-2024,Other
9024,coffee,01-01-2024,Other
7510,bottled beer,01-01-2024,Other
1939,citrus fruit,01-01-2024,Dairy
2951,spices,01-01-2024,Other
4495,long life bakery product,01-01-2024,Beverages
9624,white bread,01-01-2024,Dairy
6108,cake bar,01-01-2024,Other
7369,oil,01-01-2024,Other
3032,frozen vegetables,01-01-2024,Other
8494,bottled beer,01-01-2024,Other
6480,whipped/sour cream,01-01-2024,Other
7636,popcorn,01-01-2024,Other
5667,canned beer,01-01-2024,Dairy
6716,specialty cheese,01-01-2024,Other
3372,curd,01-01-2024,Other
7484,yogurt,01-01-2024,Other
6895,bottled water,01-01-2024,Other
4356,instant coffee,01-01-2024,Other
8361,grapes,01-01-2024,Beverages
9992,rolls/buns,01-01-2024,Beverages
7484,pork,01-01-2024,Other
5669,nuts/prunes,01-01-2024,Other
1232,salty snack,01-01-2024,Other
1368,yogurt,01-01-2024,Beverages
5963,white bread,01-01-2024,Dairy
8426,red/blush wine,01-01-2024,Other
2510,pot plants,01-01-2024,Other
6901,sausage,01-01-2024,Other
6608,chicken,01-01-2024,Other
9319,domestic eggs,01-01-2024,Other
4317,bottled water,01-01-2024,Other
2477,candy,01-01-2024,Other
1835,berries,01-01-2024,Dairy
9862,root vegetables,01-01-2024,Other
5626,whole milk,01-01-2024,Dairy
9826,frozen meals,01-01-2024,Other
5345,male cosmetics,01-01-2024,Other
3907,tropical fruit,01-01-2024,Other
1919,root vegetables,01-01-2024,Other
5701,specialty chocolate,01-01-2024,Other
7835,frozen dessert,01-01-2024,Meat
3892,candles,01-01-2024,Dairy
2118,beef,01-01-2024,Other
7626,margarine,01-01-2024,Other
6547,onions,01-01-2024,Beverages
5287,pastry,01-01-2024,Other
6921,bottled water,01-01-2024,Other
1213,soda,01-01-2024,Other
8257,pasta,01-01-2024,Other
9440,flour,01-01-2024,Beverages
6986,soda,01-01-2024,Beverages
1100,other vegetables,01-01-2024,Dairy
2682,grapes,01-01-2024,Dairy
9956,yogurt,01-01-2024,Other
2090,curd,01-01-2024,Other
5577,specialty chocolate,01-01-2024,Other
5493,hamburger meat,01-01-2024,Other
8426,dessert,01-01-2024,Other
1632,waffles,01-01-2024,Dairy
1368,whipped/sour cream,01-01-2024,Other
8763,whole milk,01-01-2024,Other
1960,sliced cheese,01-01-2024,Other
7638,pip fruit,01-01-2024,Other
4569,chocolate,01-01-2024,Other
5931,tropical fruit,01-01-2024,Other
4863,whipped/sour cream,01-01-2024,Other
7706,newspapers,01-01-2024,Other
2841,meat,01-01-2024,Other
9616,domestic eggs,01-01-2024,Other
2829,other vegetables,01-01-2024,Other
5564,pork,01-01-2024,Beverages
1780,beverages,01-01-2024,Other
2536,packaged fruit/vegetables,01-01-2024,Dairy
9730,rolls/buns,01-01-2024,Beverages
1835,chicken,01-01-2024,Meat
5868,processed cheese,01-01-2024,Dairy
2452,processed cheese,01-01-2024,Other
7040,onions,01-01-2024,Other
6920,citrus fruit,01-01-2024,Other
3992,processed cheese,01-01-2024,Meat
4058,tropical fruit,01-01-2024,Other
7626,other vegetables,01-01-2024,Other
5310,curd,01-01-2024,Beverages
2643,bottled beer,01-01-2024,Other
3680,chocolate,01-01-2024,Other
3423,sausage,01-01-2024,Other
3394,candy,01-01-2024,Meat
2643,coffee,01-01-2024,Other
4356,canned beer,01-01-2024,Snacks
2495,shopping bags,01-01-2024,Other
6863,sugar,01-01-2024,Canned Goods
4881,herbs,01-01-2024,Meat
1911,misc. beverages,01-01-2024,Other
8705,margarine,01-01-2024,Other
9397,rolls/buns,01-01-2024,Dairy
8094,sausage,01-01-2024,Other
7405,root vegetables,01-01-2024,Other
4056,rolls/buns,01-01-2024,Beverages
1444,dessert,01-01-2024,Other
5564,whole milk,01-01-2024,Other
6699,bottled beer,01-01-2024,Other
3330,other vegetables,01-01-2024,Other
2415,herbs,01-01-2024,Dairy
5388,other vegetables,01-01-2024,Other
1296,canned beer,01-01-2024,Other
3245,bottled beer,01-01-2024,Other
3864,whipped/sour cream,01-01-2024,Other
4433,whole milk,01-01-2024,Other
1210,berries,01-01-2024,Beverages
3164,tropical fruit,01-01-2024,Meat
5708,specialty bar,01-01-2024,Other
3919,nut snack,01-01-2024,Other
6853,white wine,01-01-2024,Other
3821,butter milk,01-01-2024,Other
3315,root vegetables,01-01-2024,Other
1309,onions,01-01-2024,Beverages
6547,packaged fruit/vegetables,01-01-2024,Other
7276,whole milk,01-01-2024,Other
1212,red/blush wine,01-01-2024,Meat
3696,candy,01-01-2024,Other
6774,bottled beer,01-01-2024,Other
1100,frankfurter,01-01-2024,Other
2829,frozen meals,01-01-2024,Other
5177,butter,01-01-2024,Other
4190,bottled water,01-01-2024,Other
2175,curd,01-01-2024,Other
4621,other vegetables,01-01-2024,Snacks
2665,whole milk,01-01-2024,Meat
7061,soft cheese,01-01-2024,Beverages
7566,chocolate,01-01-2024,Dairy
2844,coffee,01-01-2024,Other
4371,bottled beer,01-01-2024,Other
8361,detergent,01-01-2024,Other
9024,canned beer,01-01-2024,Other
2643,pot plants,01-01-2024,Other
9397,bottled water,01-01-2024,Beverages
5493,citrus fruit,01-01-2024,Beverages
6295,domestic eggs,01-01-2024,Dairy
4901,ham,01-01-2024,Other
8141,beverages,01-01-2024,Beverages
5450,snack products,01-01-2024,Other
2951,yogurt,01-01-2024,Other
8424,frozen vegetables,01-01-2024,Other
4544,butter,01-01-2024,Other
9025,ham,01-01-2024,Dairy
7021,rolls/buns,01-01-2024,Other
8220,whipped/sour cream,01-01-2024,Other
6313,curd cheese,01-01-2024,Meat
7216,yogurt,01-01-2024,Other
6252,UHT-milk,01-01-2024,Other
4394,pastry,01-01-2024,Other
6895,pork,01-01-2024,Meat
7642,curd,01-01-2024,Other
4569,yogurt,01-01-2024,Other
1428,waffles,01-01-2024,Other
6595,white bread,01-01-2024,Other
3412,pastry,01-01-2024,Other
5221,yogurt,01-01-2024,Other
4544,rolls/buns,01-01-2024,Other
1243,tropical fruit,01-01-2024,Other
2939,pastry,01-01-2024,Meat
9716,bottled water,01-01-2024,Other
1896,salty snack,01-01-2024,Other
8408,ham,01-01-2024,Other
2497,root vegetables,01-01-2024,Other
4317,white bread,01-01-2024,Other
6285,whole milk,01-01-2024,Other
2005,semi-finished bread,01-01-2024,Other
8176,whole milk,01-01-2024,Other
6542,misc. beverages,01-01-2024,Other
5062,citrus fruit,01-01-2024,Other
8124,curd,01-01-2024,Dairy
7277,jam,01-01-2024,Other
7188,pip fruit,01-01-2024,Dairy
9888,butter,01-01-2024,Other
2677,specialty chocolate,01-01-2024,Meat
3345,salty snack,01-01-2024,Other
1259,other vegetables,01-01-2024,Other
5049,pastry,01-01-2024,Beverages
5031,whipped/sour cream,01-01-2024,Other
4565,tropical fruit,01-01-2024,Other
5006,soda,01-01-2024,Other
4414,yogurt,01-01-2024,Other
9862,frankfurter,01-01-2024,Other
7340,whole milk,01-01-2024,Other
8235,pastry,01-01-2024,Dairy
7491,onions,01-01-2024,Other
9556,sausage,01-01-2024,Dairy
9992,whole milk,01-01-2024,Other
4027,pickled vegetables,01-01-2024,Beverages
2472,pip fruit,01-01-2024,Other
3091,soda,01-01-2024,Beverages
1930,hamburger meat,01-01-2024,Other
2430,other vegetables,01-01-2024,Other
3611,root vegetables,01-01-2024,Other
5597,softener,01-01-2024,Other
1232,rolls/buns,01-01-2024,Dairy
3647,chocolate,01-01-2024,Other
3343,soda,01-01-2024,Other
3064,bottled water,01-01-2024,Other
9217,pork,01-01-2024,Other
3821,processed cheese,01-01-2024,Other
8386,seasonal products,01-01-2024,Other
8410,tropical fruit,01-01-2024,Other
8464,mustard,01-01-2024,Other
4900,domestic eggs,01-01-2024,Other
3210,chocolate,01-01-2024,Dairy
3681,chocolate,01-01-2024,Meat
6311,whole milk,01-01-2024,Other
6773,oil,01-01-2024,Other
4782,specialty bar,01-01-2024,Other
4901,whole milk,01-01-2024,Meat
3765,citrus fruit,01-01-2024,Other
7369,citrus fruit,01-01-2024,Other
5789,whole milk,01-01-2024,Dairy
3834,chicken,01-01-2024,Other
3768,bottled beer,01-01-2024,Dairy
5107,soda,01-01-2024,Other
9310,newspapers,01-01-2024,Other
3880,cream cheese ,01-01-2024,Other
3978,seasonal products,01-01-2024,Other
8120,meat spreads,01-01-2024,Other
3892,specialty bar,01-01-2024,Other
5557,rolls/buns,01-01-2024,Beverages
3115,salty snack,01-01-2024,Other
5433,other vegetables,01-01-2024,Other
1764,pip fruit,01-01-2024,Other
1644,soda,01-01-2024,Meat
6853,root vegetables,01-01-2024,Other
1919,whole milk,01-01-2024,Other
7274,root vegetables,01-01-2024,Dairy
2719,pork,01-01-2024,Meat
4869,bottled beer,01-01-2024,Other
8998,seasonal products,01-01-2024,Other
9440,frozen fish,01-01-2024,Other
2901,yogurt,01-01-2024,Other
2247,yogurt,01-01-2024,Other
2340,white wine,01-01-2024,Meat
6735,soda,01-01-2024,Other
7801,specialty chocolate,01-01-2024,Other
4740,root vegetables,01-01-2024,Other
6643,canned fish,01-01-2024,Other
4863,misc. beverages,01-01-2024,Other
3082,sweet spreads,01-01-2024,Other
6716,pasta,01-01-2024,Dairy
5419,whole milk,01-01-2024,Dairy
8213,butter,01-01-2024,Other
8893,domestic eggs,01-01-2024,Other
6857,bottled water,01-01-2024,Other
3293,margarine,01-01-2024,Meat
3786,root vegetables,01-01-2024,Meat
6722,house keeping products,01-01-2024,Dairy
4249,tropical fruit,01-01-2024,Other
6845,salty snack,01-01-2024,Other
9747,long life bakery product,01-01-2024,Beverages
9179,canned vegetables,01-01-2024,Beverages
7695,pork,01-01-2024,Beverages
2496,processed cheese,01-01-2024,Other
2536,sausage,01-01-2024,Other
5386,butter,01-01-2024,Other
6418,frankfurter,01-01-2024,Other
8590,vinegar,01-01-2024,Other
5717,bottled beer,01-01-2024,Other
6873,rolls/buns,01-01-2024,Other
3424,newspapers,01-01-2024,Other
9432,root vegetables,01-01-2024,Other
3141,soda,01-01-2024,Other
7226,hamburger meat,01-01-2024,Other
4869,hard cheese,01-01-2024,Meat
1213,whole milk,01-01-2024,Other
4216,pip fruit,01-01-2024,Other
7725,dish cleaner,01-01-2024,Other
6196,root vegetables,01-01-2024,Other
6458,butter,01-01-2024,Other
6643,beverages,01-01-2024,Other
8944,dog food,01-01-2024,Other
4500,soda,01-01-2024,Other
2915,soda,01-01-2024,Beverages
2505,other vegetables,01-01-2024,Other
6480,whipped/sour cream,01-01-2024,Dairy
2536,ham,01-01-2024,Beverages
1603,citrus fruit,01-01-2024,Dairy
9250,UHT-milk,01-01-2024,Other
8929,domestic eggs,01-01-2024,Beverages
3871,spread cheese,01-01-2024,Meat
9729,yogurt,01-01-2024,Other
1188,other vegetables,01-01-2024,Dairy
5083,fruit/vegetable juice,01-01-2024,Beverages
2643,whole milk,01-01-2024,Beverages
9404,canned beer,01-01-2024,Other
5577,whipped/sour cream,01-01-2024,Other
7934,rice,01-01-2024,Other
2291,berries,01-01-2024,Meat
3891,brown bread,01-01-2024,Other
7035,yogurt,01-01-2024,Other
3855,citrus fruit,01-01-2024,Other
8013,curd,01-01-2024,Other
9417,other vegetables,01-01-2024,Dairy
3026,yogurt,01-01-2024,Other
8243,newspapers,01-01-2024,Other
6046,root vegetables,01-01-2024,Beverages
4941,tropical fruit,01-01-2024,Other
5712,tropical fruit,01-01-2024,Other
7911,sausage,01-01-2024,Beverages
5205,bottled water,01-01-2024,Other
1768,whipped/sour cream,01-01-2024,Beverages
7299,packaged fruit/vegetables,01-01-2024,Other
7405,ham,01-01-2024,Other
6699,rolls/buns,01-01-2024,Other
1623,hamburger meat,01-01-2024,Other
7565,root vegetables,01-01-2024,Other
4884,specialty bar,01-01-2024,Other
4168,fruit/vegetable juice,01-01-2024,Other
6246,liver loaf,01-01-2024,Dairy
7680,bottled beer,01-01-2024,Other
1002,baby cosmetics,01-01-2024,Dairy
9357,bottled water,01-01-2024,Other
1911,bottled water,01-01-2024,Meat
9100,chicken,01-01-2024,Other
9375,yogurt,01-01-2024,Other
9391,specialty bar,01-01-2024,Other
8150,shopping bags,01-01-2024,Dairy
5621,chicken,01-01-2024,Meat
8150,citrus fruit,01-01-2024,Dairy
2175,whole milk,01-01-2024,Meat
8503,ham,01-01-2024,Other
6873,fruit/vegetable juice,01-01-2024,Meat
4595,flour,01-01-2024,Other
3303,brown bread,01-01-2024,Other
4900,other vegetables,01-01-2024,Beverages
1504,brown bread,01-01-2024,Other
5251,coffee,01-01-2024,Other
6103,ketchup,01-01-2024,Other
2695,citrus fruit,01-01-2024,Other
7182,canned beer,01-01-2024,Beverages
1723,coffee,01-01-2024,Dairy
8146,berries,01-01-2024,Other
7926,candy,01-01-2024,Other
8094,rice,01-01-2024,Dairy
1505,pet care,01-01-2024,Other
5179,whisky,01-01-2024,Other
1983,red/blush wine,01-01-2024,Other
2558,spread cheese,01-01-2024,Other
8874,chocolate,01-01-2024,Other
6699,soft cheese,01-01-2024,Meat
4476,fruit/vegetable juice,01-01-2024,Other
8709,salt,01-01-2024,Other
9025,whole milk,01-01-2024,Other
9958,margarine,01-01-2024,Other
1735,domestic eggs,01-01-2024,Other
1677,pip fruit,01-01-2024,Canned Goods
4126,other vegetables,01-01-2024,Other
3293,waffles,01-01-2024,Dairy
4083,whipped/sour cream,01-01-2024,Other
6283,female sanitary products,01-01-2024,Other
8582,newspapers,01-01-2024,Meat
3536,onions,01-01-2024,Other
3786,butter,01-01-2024,Other
9719,domestic eggs,01-01-2024,Other
6339,rolls/buns,01-01-2024,Other
1505,domestic eggs,01-01-2024,Other
6159,frozen meals,01-01-2024,Other
3360,onions,01-01-2024,Other
1451,butter,01-01-2024,Other
3026,fruit/vegetable juice,01-01-2024,Other
1908,specialty cheese,01-01-2024,Other
1919,soda,01-01-2024,Other
9747,domestic eggs,01-01-2024,Other
6608,whipped/sour cream,01-01-2024,Other
5289,domestic eggs,01-01-2024,Other
4962,sausage,01-01-2024,Other
6097,coffee,01-01-2024,Beverages
8229,brandy,01-01-2024,Other
2682,specialty chocolate,01-01-2024,Beverages
4884,whole milk,01-01-2024,Other
8094,other vegetables,01-01-2024,Other
5708,margarine,01-01-2024,Other
7958,cream cheese ,01-01-2024,Other
2983,root vegetables,01-01-2024,Other
5764,misc. beverages,01-01-2024,Other
9826,other vegetables,01-01-2024,Other
6435,domestic eggs,01-01-2024,Other
4433,fruit/vegetable juice,01-01-2024,Other
4931,newspapers,01-01-2024,Other
4117,grapes,01-01-2024,Other
7510,other vegetables,01-01-2024,Other
9440,fruit/vegetable juice,01-01-2024,Other
1765,waffles,01-01-2024,Other
8337,coffee,01-01-2024,Dairy
4782,napkins,01-01-2024,Other
2509,soda,01-01-2024,Other
8637,bottled water,01-01-2024,Other
3933,soda,01-01-2024,Other
7021,soda,01-01-2024,Other
3245,zwieback,01-01-2024,Dairy
5628,hamburger meat,01-01-2024,Dairy
4881,dishes,01-01-2024,Other
5907,cream cheese ,01-01-2024,Other
4273,pork,01-01-2024,Dairy
1596,rolls/buns,01-01-2024,Other
3320,rolls/buns,01-01-2024,Other
3880,whipped/sour cream,01-01-2024,Dairy
7991,salty snack,01-01-2024,Meat
9217,citrus fruit,01-01-2024,Meat
8821,butter milk,01-01-2024,Snacks
5205,pork,01-01-2024,Meat
8283,coffee,01-01-2024,Other
9113,brown bread,01-01-2024,Dairy
6010,fruit/vegetable juice,01-01-2024,Other
8066,newspapers,01-01-2024,Beverages
1163,yogurt,01-01-2024,Other
1002,canned beer,01-01-2024,Other
8146,other vegetables,01-01-2024,Beverages
7932,other vegetables,01-01-2024,Other
9878,soda,01-01-2024,Other
1091,pip fruit,01-01-2024,Other
2397,other vegetables,01-01-2024,Dairy
6207,ice cream,01-01-2024,Other
2247,bottled water,01-01-2024,Beverages
8416,shopping bags,01-01-2024,Other
2541,ice cream,01-01-2024,Other
7149,beef,01-01-2024,Other
6630,pip fruit,01-01-2024,Meat
7102,other vegetables,01-01-2024,Meat
4317,whole milk,01-01-2024,Dairy
9974,salt,01-01-2024,Other
9783,brown bread,01-01-2024,Other
5564,frankfurter,01-01-2024,Other
5752,soda,01-01-2024,Other
1887,bottled beer,01-01-2024,Other
2721,yogurt,01-01-2024,Other
8839,curd,01-01-2024,Other
9067,herbs,01-01-2024,Dairy
7226,salty snack,01-01-2024,Other
1943,bottled beer,01-01-2024,Other
